,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerLOW,angerUP,angerUP,angerUP,angerUP,angerUP,angerUP,angerUP,angerUP,angerUP,angerUP,angerUP,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearLOW,fearUP,fearUP,fearUP,fearUP,fearUP,fearUP,fearUP,fearUP,fearUP,fearUP,fearUP
,m00,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m00,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m00,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m00,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p001,0.191594475495,0.219889108992,0.263830052072,0.326969846305,0.408262580915,0.499321302489,0.586695398686,0.658932794461,0.711655474675,0.746735760767,0.768663384051,0.572990096,0.575658500899,0.578326305753,0.580991081639,0.583650410659,0.586301894684,0.588943163957,0.591571885473,0.59418577108,0.596782585244,0.59936015242,0.173125710085,0.209879676851,0.259983585291,0.323481174009,0.396910473184,0.473347490831,0.544680072499,0.604774495027,0.651188460284,0.684687891041,0.707701772491,0.441016821601,0.441904114784,0.442792692997,0.443682416763,0.444573145883,0.445464739516,0.446357056273,0.447249954302,0.448143291383,0.449036925015,0.449930712506
p002,0.389388011754,0.419906459755,0.457627847746,0.50221766963,0.552229137118,0.605121778622,0.657697814964,0.706834256474,0.750179857127,0.786512145262,0.815683847462,0.733390619333,0.74728366471,0.762291414091,0.778150773492,0.794525426797,0.811031784413,0.827273815793,0.842880311664,0.857537336019,0.871010169128,0.88315218939,0.304606921215,0.332821759763,0.372840169241,0.426660143919,0.494087935677,0.571444200394,0.651714809505,0.726784091014,0.790463716312,0.840161766882,0.876483981566,0.522561916905,0.524430354152,0.526299498788,0.528167030089,0.530030635334,0.531888021232,0.533736925154,0.535575126031,0.537400454836,0.539210804519,0.541004139332
p003,0.0612547796837,0.0792587339637,0.123675597203,0.22218674956,0.397089409025,0.612375839107,0.783941339457,0.879287136248,0.921978424289,0.939230525967,0.945910801247,0.50864553414,0.516344220359,0.5301881196,0.553544607512,0.589010418992,0.635091033943,0.684200591283,0.726628496535,0.757129175443,0.776277846066,0.787296147592,0.00414380971555,0.00969220326071,0.0224930036088,0.0512782609343,0.112435643687,0.228026317132,0.404990834276,0.604333395609,0.764212261475,0.861030007926,0.910032729119,0.357857494656,0.364929687937,0.377964660643,0.401045093109,0.439150823987,0.495339859473,0.565767416274,0.638055031564,0.698525467758,0.741038018686,0.767405675796
p004,0.384526208312,0.409902835495,0.450301895496,0.509101683862,0.584404105661,0.666490697395,0.741649894182,0.800242804305,0.840451524563,0.865688543909,0.880651892593,0.567658203464,0.589224332555,0.629694855749,0.689572802932,0.752987252121,0.800266826341,0.827103565998,0.840035406242,0.845774748929,0.848228571935,0.84926089339,0.15811968195,0.167187184651,0.185815642525,0.222327019444,0.287713356823,0.387870731567,0.509721700778,0.62243853261,0.703168561252,0.751000754336,0.776220794308,0.285782286021,0.309734750651,0.344015666028,0.386770875736,0.431808166754,0.471546938931,0.501489658764,0.521475686773,0.533759311505,0.540929886725,0.544990408349
p005,0.0579039050928,0.070167882595,0.100442206981,0.170282998747,0.308983425279,0.517504623504,0.728956075719,0.872927816659,0.946456271368,0.978547670558,0.991585644948,0.895458952509,0.905242110599,0.915805391165,0.926752480572,0.9376253636,0.947978202494,0.957447162121,0.965794301746,0.972916788081,0.978827370413,0.983619935487,0.00848252432839,0.0185327992783,0.0399851439769,0.0840291872792,0.16765037019,0.305162253651,0.485474623044,0.662816494681,0.794184437945,0.872487467164,0.91326070844,0.0895857643712,0.101172211023,0.114780419888,0.130060736018,0.146376422824,0.162887598249,0.178713865649,0.193113772127,0.205608087992,0.216009951523,0.224375823889
p006,0.295279703684,0.322272449951,0.362589329831,0.419329954716,0.492844029371,0.57851617527,0.666852882885,0.747153996953,0.812209345187,0.860170479675,0.893126437187,0.696304315443,0.690883055924,0.685095421549,0.678952068266,0.672470793457,0.665676869911,0.65860308602,0.651289445691,0.643782503576,0.636134339698,0.628401209559,0.33249370871,0.350458263409,0.376879287966,0.413978339855,0.46281902328,0.521935642392,0.586626693183,0.650053831099,0.705886176315,0.750556993741,0.783644907678,0.543481212834,0.543874986675,0.54426923341,0.544663950279,0.545059134508,0.545454783306,0.545850893868,0.546247463374,0.546644488987,0.54704196786,0.547439897125
p007,0.300000345721,0.300004091934,0.300048428276,0.300572651346,0.306702291852,0.370075166078,0.648402571173,0.824365080954,0.847737621273,0.849808133812,0.849983784449,0.920345082877,0.919914140398,0.919482426339,0.91904995609,0.918616745157,0.918182809157,0.91774816382,0.917312824984,0.916876808592,0.916440130695,0.916002807443,0.157186400295,0.164073434967,0.177317881198,0.202143469213,0.246516676083,0.319480196676,0.424437555775,0.549646719696,0.669569665433,0.762560703469,0.823546827229,0.208060373227,0.215910109941,0.224409698242,0.233508157043,0.243129078638,0.253171555355,0.263513340507,0.27401618619,0.284532942241,0.294915680053,0.305023907509
p008,0.348926355109,0.376004753017,0.414943820673,0.467456930893,0.532463387058,0.604915856102,0.676799229953,0.740340671148,0.791024580423,0.828240874553,0.85393963338,0.553682674761,0.575589566615,0.604088313583,0.639333154543,0.680291940017,0.724586885112,0.768913875162,0.809959402635,0.845322897796,0.873947408383,0.89596912623,0.252515826063,0.257284904651,0.270625294316,0.304975285615,0.377331881618,0.48112651431,0.5701787247,0.618642190099,0.638717905702,0.646077617221,0.648652964119,0.473386037782,0.491033755406,0.511667035221,0.535215359787,0.561361179579,0.589518857819,0.618864317767,0.64842017268,0.677180912958,0.704245782892,0.728923544294
